overlay,id_exp_icpms,name_isotope_analyte,name_isotope_internalstandard,id_data_icpms,t_delaycorrected__timestamp_sfc_pc_synchronized__s,dm_dt_S__ng_s_cm2geo_fc_top_cell_Aideal
first,190,Ti47,Sc45,50276,232.005031,0.007712173099161312
first,190,Ti47,Sc45,50277,232.208156,0.008881271908479062
first,190,Ti47,Sc45,50278,232.412257,0.005666403247775314
first,190,Ti47,Sc45,50279,232.616359,0.005958704606442539
first,190,Ti47,Sc45,50280,232.82046,0.0058126072397473
first,190,Ti47,Sc45,50281,233.024562,0.005228106201131465
first,190,Ti47,Sc45,50282,233.228664,0.005812678690658514
first,190,Ti47,Sc45,50283,233.432765,0.008150879060314436
first,190,Ti47,Sc45,50284,233.636867,0.008443195260305675
first,190,Ti47,Sc45,50285,233.840968,0.005520513090027021
first,190,Ti47,Sc45,50286,234.04507,0.006981917108889149
first,190,Ti47,Sc45,50287,234.248195,0.0069819572329839
first,190,Ti47,Sc45,50288,234.452296,0.008297239703361365
first,190,Ti47,Sc45,50289,234.656398,0.006835898893983162
first,190,Ti47,Sc45,50290,234.8605,0.0056668253672997795
first,190,Ti47,Sc45,50291,235.064601,0.006835978044966279
first,190,Ti47,Sc45,50292,235.268703,0.006397596909662174
first,190,Ti47,Sc45,50293,235.472804,0.007420620344142955
first,190,Ti47,Sc45,50294,235.676906,0.007128379446523284
first,190,Ti47,Sc45,50295,235.881007,0.008882122755946624
first,190,Ti47,Sc45,50296,236.085109,0.006105463748707402
first,190,Ti47,Sc45,50297,236.288234,0.008297644286577343
first,190,Ti47,Sc45,50298,236.492335,0.00683625414045489
first,190,Ti47,Sc45,50299,236.696437,0.006836293718469958
first,190,Ti47,Sc45,50300,236.900539,0.0063978994323789385
first,190,Ti47,Sc45,50301,237.10464,0.004790340479001194
first,190,Ti47,Sc45,50302,237.308742,0.008297869663080817
first,190,Ti47,Sc45,50303,237.512843,0.008444061009987906
first,190,Ti47,Sc45,50304,237.716945,0.006251904331793572
first,190,Ti47,Sc45,50305,237.921046,0.006982678562836801
first,190,Ti47,Sc45,50306,238.125148,0.007275014532154704
first,190,Ti47,Sc45,50307,238.32925,0.007713501170160701
first,190,Ti47,Sc45,50308,238.532375,0.00625205385717548
first,190,Ti47,Sc45,50309,238.736476,0.010636578307517956
first,190,Ti47,Sc45,50310,238.940578,0.005813678265503926
first,190,Ti47,Sc45,50311,239.144679,0.005375261993599402
first,190,Ti47,Sc45,50312,239.348781,0.006252203387056931
first,190,Ti47,Sc45,50313,239.552882,0.006544544306087408
first,190,Ti47,Sc45,50314,239.756984,0.0059599735183146355
first,190,Ti47,Sc45,50315,239.961085,0.007567691344435215
first,190,Ti47,Sc45,50316,240.165187,0.007129273424704041
first,190,Ti47,Sc45,50317,240.369289,0.005813928404796288
first,190,Ti47,Sc45,50318,240.572414,0.005521655106549631
first,190,Ti47,Sc45,50319,240.776515,0.007714015740483867
first,190,Ti47,Sc45,50320,240.980617,0.008883303553938496
first,190,Ti47,Sc45,50321,241.184718,0.007129476842329597
first,190,Ti47,Sc45,50322,241.38882,0.006106420515559782
first,190,Ti47,Sc45,50323,241.592921,0.005521828289025807
first,190,Ti47,Sc45,50324,241.797023,0.006837283265618756
first,190,Ti47,Sc45,50325,242.001125,0.00786043140834813
first,190,Ti47,Sc45,50326,242.205226,0.0059604089469027025
first,190,Ti47,Sc45,50327,242.409328,0.005521966839697301
first,190,Ti47,Sc45,50328,242.612453,0.00566816065491398
first,190,Ti47,Sc45,50329,242.816554,0.009468370180768846
first,190,Ti47,Sc45,50330,243.020656,0.005960553234490768
first,190,Ti47,Sc45,50331,243.224757,0.006399074476338065
first,190,Ti47,Sc45,50332,243.428859,0.004206679400856232
first,190,Ti47,Sc45,50333,243.63296,0.005522173848766629
first,190,Ti47,Sc45,50334,243.837062,0.00756849469698842
first,190,Ti47,Sc45,50335,244.041164,0.00727620933405513
first,190,Ti47,Sc45,50336,244.245265,0.0074224149729113535
first,190,Ti47,Sc45,50337,244.449367,0.00698396191122596
first,190,Ti47,Sc45,50338,244.652492,0.008007160550666768
first,190,Ti47,Sc45,50339,244.856593,0.007568706389902606
first,190,Ti47,Sc45,50340,245.060695,0.007714915329159919
first,190,Ti47,Sc45,50341,245.264796,0.008884295415582071
first,190,Ti47,Sc45,50342,245.468898,0.008738175005149848
first,190,Ti47,Sc45,50343,245.673,0.006984202752623636
first,190,Ti47,Sc45,50344,245.877101,0.0056687237009629
first,190,Ti47,Sc45,50345,246.081203,0.0074227910828103495
first,190,Ti47,Sc45,50346,246.285304,0.006253473682447033
first,190,Ti47,Sc45,50347,246.489406,0.007422874666246623
first,190,Ti47,Sc45,50348,246.692531,0.0059612064706278224
first,190,Ti47,Sc45,50349,246.896632,0.008884673737762994
first,190,Ti47,Sc45,50350,247.100734,0.005522762762118741
first,190,Ti47,Sc45,50351,247.304835,0.008592423024871634
first,190,Ti47,Sc45,50352,247.508937,0.005376658852583734
first,190,Ti47,Sc45,50353,247.713039,0.0080078204174186
first,190,Ti47,Sc45,50354,247.91714,0.006984644323425302
first,190,Ti47,Sc45,50355,248.121242,0.007861733557101833
first,190,Ti47,Sc45,50356,248.325343,0.009762057176998254
first,190,Ti47,Sc45,50357,248.529445,0.006984763802326741
first,190,Ti47,Sc45,50358,248.733546,0.005669215583855636
first,190,Ti47,Sc45,50359,248.936671,0.006546312989162849
first,190,Ti47,Sc45,50360,249.140773,0.00654635148543804
first,190,Ti47,Sc45,50361,249.344875,0.007423458790366768
first,190,Ti47,Sc45,50362,249.548976,0.0030381400464803755
first,190,Ti47,Sc45,50363,249.753078,0.008885334730266871
first,190,Ti47,Sc45,50364,249.957179,0.008008303319484667
first,190,Ti47,Sc45,50365,250.161281,0.0068389046403037985
first,190,Ti47,Sc45,50366,250.365382,0.0065465824691722145
first,190,Ti47,Sc45,50367,250.569484,0.006985165271034428
first,190,Ti47,Sc45,50368,250.773585,0.005377203590070362
first,190,Ti47,Sc45,50369,250.97671,0.007569975706335853
first,190,Ti47,Sc45,50370,251.180812,0.005231088703875097
first,190,Ti47,Sc45,50371,251.384914,0.00815479494268955
first,190,Ti47,Sc45,50372,251.589015,0.005231155803189292
first,190,Ti47,Sc45,50373,251.793117,0.006254482494453564
first,190,Ti47,Sc45,50374,251.997218,0.006108334610308935
first,190,Ti47,Sc45,50375,252.20132,0.007277858136701233
first,190,Ti47,Sc45,50376,252.405421,0.005085103620359349
first,190,Ti47,Sc45,50377,252.609523,0.005231323555892777
first,190,Ti47,Sc45,50378,252.813625,0.007862731828662945
first,190,Ti47,Sc45,50379,253.01675,0.008155151349774343
first,190,Ti47,Sc45,50380,253.220851,0.008301384486749743
first,190,Ti47,Sc45,50381,253.424953,0.008739995880190069
first,190,Ti47,Sc45,50382,253.629054,0.004939111172927463
first,190,Ti47,Sc45,50383,253.833156,0.007278187170972987
first,190,Ti47,Sc45,50384,254.037257,0.0056701299363352995
first,190,Ti47,Sc45,50385,254.241359,0.00537778249615601
first,190,Ti47,Sc45,50386,254.44546,0.008155462162751141
first,190,Ti47,Sc45,50387,254.649562,0.0064011976557963495
first,190,Ti47,Sc45,50388,254.853664,0.006108849666374057
first,190,Ti47,Sc45,50389,255.056789,0.003331209604048205
first,190,Ti47,Sc45,50390,255.26089,0.004208400439493814
first,190,Ti47,Sc45,50391,255.464992,0.007570906451439639
first,190,Ti47,Sc45,50392,255.669093,0.0075709488075326545
first,190,Ti47,Sc45,50393,255.873195,0.004793272441292286
first,190,Ti47,Sc45,50394,256.077296,0.007863426065339437
first,190,Ti47,Sc45,50395,256.281398,0.006547698120757532
first,190,Ti47,Sc45,50396,256.4855,0.007132526117533705
first,190,Ti47,Sc45,50397,256.689601,0.006109181366585727
first,190,Ti47,Sc45,50398,256.893703,0.007132607532614619
first,190,Ti47,Sc45,50399,257.097804,0.005963056057963397
first,190,Ti47,Sc45,50400,257.300929,0.006840289803033619
first,190,Ti47,Sc45,50401,257.505031,0.007571330026713691
first,190,Ti47,Sc45,50402,257.709132,0.005524562961466438
first,190,Ti47,Sc45,50403,257.913234,0.005963201289236176
first,190,Ti47,Sc45,50404,258.117335,0.006401842918039581
first,190,Ti47,Sc45,50405,258.321437,0.00464745299440915
first,190,Ti47,Sc45,50406,258.525539,0.0034778613625905726
first,190,Ti47,Sc45,50407,258.72964,0.005670939677190237
first,190,Ti47,Sc45,50408,258.933742,0.006548198730437801
first,190,Ti47,Sc45,50409,259.137843,0.007864077958164975
first,190,Ti47,Sc45,50410,259.340968,0.006255864712342921
first,190,Ti47,Sc45,50411,259.54507,0.00581728528900816
first,190,Ti47,Sc45,50412,259.749171,0.008449031956786401
first,190,Ti47,Sc45,50413,259.953273,0.008010457485520902
first,190,Ti47,Sc45,50414,260.157375,0.006109807095073546
first,190,Ti47,Sc45,50415,260.361476,0.005232597084600033
first,190,Ti47,Sc45,50416,260.565578,0.00610988081870079
first,190,Ti47,Sc45,50417,260.769679,0.005378873119002225
first,190,Ti47,Sc45,50418,260.973781,0.006109954543437726
first,190,Ti47,Sc45,50419,261.177882,0.006402411431748644
first,190,Ti47,Sc45,50420,261.381007,0.006256238832242489
first,190,Ti47,Sc45,50421,261.585109,0.003916898435265769
first,190,Ti47,Sc45,50422,261.78921,0.00420935037255501
first,190,Ti47,Sc45,50423,261.993312,0.006548775500838606
first,190,Ti47,Sc45,50424,262.197414,0.006548814015644971
first,190,Ti47,Sc45,50425,262.401515,0.00684127915873121
first,190,Ti47,Sc45,50426,262.605617,0.00786481582406055
first,190,Ti47,Sc45,50427,262.809718,0.007426216048435782
first,190,Ti47,Sc45,50428,263.01382,0.007718687795103816
first,190,Ti47,Sc45,50429,263.217921,0.006402791079125871
first,190,Ti47,Sc45,50430,263.421046,0.006987693305976834
first,190,Ti47,Sc45,50431,263.625148,0.005525567319774597
first,190,Ti47,Sc45,50432,263.82925,0.00801129380073731
first,190,Ti47,Sc45,50433,264.033351,0.007134031525424328
first,190,Ti47,Sc45,50434,264.237453,0.00684163571189668
first,190,Ti47,Sc45,50435,264.441554,0.008888738759717189
first,190,Ti47,Sc45,50436,264.645656,0.009619882915384605
first,190,Ti47,Sc45,50437,264.849757,0.0047946757316358534
first,190,Ti47,Sc45,50438,265.053859,0.0068417941877229405
first,190,Ti47,Sc45,50439,265.25796,0.005964507702730502
first,190,Ti47,Sc45,50440,265.461085,0.005964543156338672
first,190,Ti47,Sc45,50441,265.665187,0.005672135265125517
first,190,Ti47,Sc45,50442,265.869289,0.009035291552860729
first,190,Ti47,Sc45,50443,266.07339,0.004941089674579977
first,190,Ti47,Sc45,50444,266.277492,0.00640335969971187
first,190,Ti47,Sc45,50445,266.481593,0.008011865037131485
first,190,Ti47,Sc45,50446,266.685695,0.007573234492200096
first,190,Ti47,Sc45,50447,266.889796,0.004356317918750414
first,190,Ti47,Sc45,50448,267.093898,0.005672381798805223
first,190,Ti47,Sc45,50449,267.298,0.008596947165172574
first,190,Ti47,Sc45,50450,267.502101,0.009181901622495579
first,190,Ti47,Sc45,50451,267.705226,0.007134763539601341
first,190,Ti47,Sc45,50452,267.909328,0.007719716896948899
first,190,Ti47,Sc45,50453,268.113429,0.005233871776408305
first,190,Ti47,Sc45,50454,268.317531,0.006988656454253445
first,190,Ti47,Sc45,50455,268.521632,0.005526398536187441
first,190,Ti47,Sc45,50456,268.725734,0.007427427883062325
first,190,Ti47,Sc45,50457,268.929835,0.0059651606097248615
first,190,Ti47,Sc45,50458,269.133937,0.006988817155293613
first,190,Ti47,Sc45,50459,269.338039,0.006111465267182115
first,190,Ti47,Sc45,50460,269.54214,0.004356711408755985
first,190,Ti47,Sc45,50461,269.745265,0.004941674124465312
first,190,Ti47,Sc45,50462,269.949367,0.007135211522954283
first,190,Ti47,Sc45,50463,270.153468,0.007720189099172537
first,190,Ti47,Sc45,50464,270.35757,0.00801270155365017
first,190,Ti47,Sc45,50465,270.561671,0.005965451203364231
first,190,Ti47,Sc45,50466,270.765773,0.003918185442618975
first,190,Ti47,Sc45,50467,270.969875,0.0036257405802700587
first,190,Ti47,Sc45,50468,271.173976,0.007427928825354563
first,190,Ti47,Sc45,50469,271.378078,0.005965595641832199
first,190,Ti47,Sc45,50470,271.582179,0.008305440796782372
first,190,Ti47,Sc45,50471,271.785304,0.010206587758449839
first,190,Ti47,Sc45,50472,271.989406,0.0064044220799989405
first,190,Ti47,Sc45,50473,272.193507,0.006989418870613375
first,190,Ti47,Sc45,50474,272.397609,0.006550738290882044
first,190,Ti47,Sc45,50475,272.60171,0.005673331997373255
first,190,Ti47,Sc45,50476,272.805812,0.006258332641782665
first,190,Ti47,Sc45,50477,273.009914,0.0062583700710811905
first,190,Ti47,Sc45,50478,273.214015,0.0074283471417874065
first,190,Ti47,Sc45,50479,273.418117,0.004649771869144738
first,190,Ti47,Sc45,50480,273.622218,0.005965995248620967
first,190,Ti47,Sc45,50481,273.825343,0.006551008004034136
first,190,Ti47,Sc45,50482,274.029445,0.004211132024889534
first,190,Ti47,Sc45,50483,274.233546,0.007136065897056871
first,190,Ti47,Sc45,50484,274.437648,0.004649928747844661
first,190,Ti47,Sc45,50485,274.64175,0.0052349453575003995
first,190,Ti47,Sc45,50486,274.845851,0.0059662132299075155
first,190,Ti47,Sc45,50487,275.049953,0.006551239198048144
first,190,Ti47,Sc45,50488,275.254054,0.006697525691117751
first,190,Ti47,Sc45,50489,275.458156,0.005527576693645163
first,190,Ti47,Sc45,50490,275.662257,0.0069901019810231545
first,190,Ti47,Sc45,50491,275.865382,0.006551392415707495
first,190,Ti47,Sc45,50492,276.069484,0.006258930653094114
first,190,Ti47,Sc45,50493,276.273585,0.006697720184062233
first,190,Ti47,Sc45,50494,276.477687,0.0036264830289480477
first,190,Ti47,Sc45,50495,276.681789,0.006697798355527986
first,190,Ti47,Sc45,50496,276.88589,0.005089061585410361
first,190,Ti47,Sc45,50497,277.089992,0.00508909461622881
first,190,Ti47,Sc45,50498,277.294093,0.008306703582571046
first,190,Ti47,Sc45,50499,277.498195,0.006405446697739809
first,190,Ti47,Sc45,50500,277.702296,0.009330575737067302
first,190,Ti47,Sc45,50501,277.906398,0.006405522670624031
first,190,Ti47,Sc45,50502,278.109523,0.0036267032368910933
first,190,Ti47,Sc45,50503,278.313625,0.00494303660210708
first,190,Ti47,Sc45,50504,278.517726,0.007868204180066833
first,190,Ti47,Sc45,50505,278.721828,0.0087457915053276
first,190,Ti47,Sc45,50506,278.925929,0.005528165472469862
first,190,Ti47,Sc45,50507,279.130031,0.007868334660640183
first,190,Ti47,Sc45,50508,279.334132,0.0075758602408010816
first,190,Ti47,Sc45,50509,279.538234,0.004943231497874347
first,190,Ti47,Sc45,50510,279.742335,0.007137164853459955
first,190,Ti47,Sc45,50511,279.946437,0.00611338133478081
first,190,Ti47,Sc45,50512,280.149562,0.006405940541935428
first,190,Ti47,Sc45,50513,280.353664,0.005967193402349814
first,190,Ti47,Sc45,50514,280.557765,0.006698541043158877
first,190,Ti47,Sc45,50515,280.761867,0.005382214835565302
first,190,Ti47,Sc45,50516,280.965968,0.007429936035145872
first,190,Ti47,Sc45,50517,281.17007,0.0061136026704232405
first,190,Ti47,Sc45,50518,281.374171,0.005382317246521436
first,190,Ti47,Sc45,50519,281.578273,0.0061136764511926
first,190,Ti47,Sc45,50520,281.782375,0.006552510034123876
first,190,Ti47,Sc45,50521,281.986476,0.006260016347729391
first,190,Ti47,Sc45,50522,282.189601,0.005382452985242233
first,190,Ti47,Sc45,50523,282.393703,0.006698891948828982
first,190,Ti47,Sc45,50524,282.597804,0.005675056769363019
first,190,Ti47,Sc45,50525,282.801906,0.007430311658138906
first,190,Ti47,Sc45,50526,283.006007,0.005236320686196083
first,190,Ti47,Sc45,50527,283.210109,0.0062602401122899415
first,190,Ti47,Sc45,50528,283.41421,0.006845357379763905
first,190,Ti47,Sc45,50529,283.618312,0.006845397026289379
first,190,Ti47,Sc45,50530,283.822414,0.004943912928859331
first,190,Ti47,Sc45,50531,284.026515,0.00684547632023585
first,190,Ti47,Sc45,50532,284.22964,0.008600781870417823
first,190,Ti47,Sc45,50533,284.433742,0.005967919360019265
first,190,Ti47,Sc45,50534,284.637843,0.005529135924356496
first,190,Ti47,Sc45,50535,284.841945,0.006260539669454318
first,190,Ti47,Sc45,50536,285.046046,0.004505284780496068
first,190,Ti47,Sc45,50537,285.250148,0.006699439297320965
first,190,Ti47,Sc45,50538,285.45425,0.006114376545440686
first,190,Ti47,Sc45,50539,285.658351,0.006699517494672664
first,190,Ti47,Sc45,50540,285.862453,0.005968173773881721
first,190,Ti47,Sc45,50541,286.066554,0.005675655890458613
first,190,Ti47,Sc45,50542,286.270656,0.007723578450552121
first,190,Ti47,Sc45,50543,286.473781,0.004505500651679713
first,190,Ti47,Sc45,50544,286.677882,0.006407155459623224
first,190,Ti47,Sc45,50545,286.881984,0.005675796871273385
first,190,Ti47,Sc45,50546,287.086085,0.004798152907823398
first,190,Ti47,Sc45,50547,287.290187,0.00728495197161687
first,190,Ti47,Sc45,50548,287.494289,0.006261026488332267
first,190,Ti47,Sc45,50549,287.69839,0.004651967213573367
first,190,Ti47,Sc45,50550,287.902492,0.00699251174341228
first,190,Ti47,Sc45,50551,288.106593,0.005822290972322319
first,190,Ti47,Sc45,50552,288.310695,0.004359495044456897
first,190,Ti47,Sc45,50553,288.51382,0.004652092034731892
first,190,Ti47,Sc45,50554,288.717921,0.007285240125270824
first,190,Ti47,Sc45,50555,288.922023,0.004067015573468003
first,190,Ti47,Sc45,50556,289.126125,0.007870464188670547
first,190,Ti47,Sc45,50557,289.330226,0.007431649959094124
first,190,Ti47,Sc45,50558,289.534328,0.0052373948568928495
first,190,Ti47,Sc45,50559,289.738429,0.007139159646292846
first,190,Ti47,Sc45,50560,289.942531,0.0056763247478691745
first,190,Ti47,Sc45,50561,290.146632,0.006846664928538695
first,190,Ti47,Sc45,50562,290.350734,0.007724436587727774
first,190,Ti47,Sc45,50563,290.553859,0.006993033459502497
first,190,Ti47,Sc45,50564,290.75796,0.008309681585693843
first,190,Ti47,Sc45,50565,290.962062,0.005676500999733579
first,190,Ti47,Sc45,50566,291.166164,0.007870899305546165
first,190,Ti47,Sc45,50567,291.370265,0.002604451658959724
first,190,Ti47,Sc45,50568,291.574367,0.006700650557484837
first,190,Ti47,Sc45,50569,291.778468,0.005676642006003133
first,190,Ti47,Sc45,50570,291.98257,0.008309952582118163
first,190,Ti47,Sc45,50571,292.186671,0.008748878622487398
first,190,Ti47,Sc45,50572,292.390773,0.004360100186748641
first,190,Ti47,Sc45,50573,292.593898,0.004067541030274427
first,190,Ti47,Sc45,50574,292.798,0.00567681826981293
first,190,Ti47,Sc45,50575,293.002101,0.005091670212603785
first,190,Ti47,Sc45,50576,293.206203,0.009188001861984185
first,190,Ti47,Sc45,50577,293.410304,0.005530626275635698
first,190,Ti47,Sc45,50578,293.614406,0.004652876176464141
first,190,Ti47,Sc45,50579,293.818507,0.009773338203885035
first,190,Ti47,Sc45,50580,294.022609,0.004945536111627025
first,190,Ti47,Sc45,50581,294.22671,0.006701158048675186
first,190,Ti47,Sc45,50582,294.430812,0.0074326955128965165
first,190,Ti47,Sc45,50583,294.633937,0.005823434943391613
first,190,Ti47,Sc45,50584,294.838039,0.005677169977913055
first,190,Ti47,Sc45,50585,295.04214,0.005384602587775357
first,190,Ti47,Sc45,50586,295.246242,0.006993957357084864
first,190,Ti47,Sc45,50587,295.450343,0.0042142514979180415
first,190,Ti47,Sc45,50588,295.654445,0.004945796125174333
first,190,Ti47,Sc45,50589,295.858546,0.006847774475416923
first,190,Ti47,Sc45,50590,296.062648,0.00626259782964036
first,190,Ti47,Sc45,50591,296.26675,0.005970026033995203
first,190,Ti47,Sc45,50592,296.470851,0.005677452035003072
first,190,Ti47,Sc45,50593,296.674953,0.006262710214724364
first,190,Ti47,Sc45,50594,296.878078,0.008164729333403856
first,190,Ti47,Sc45,50595,297.082179,0.005970171475158644
first,190,Ti47,Sc45,50596,297.286281,0.004653441388173671
first,190,Ti47,Sc45,50597,297.490382,0.006409167999487559
first,190,Ti47,Sc45,50598,297.694484,0.008164907833409991
first,190,Ti47,Sc45,50599,297.898585,0.0059703169207034465
first,190,Ti47,Sc45,50600,298.102687,0.0068482108038363685
first,190,Ti47,Sc45,50601,298.306789,0.006116699782907222
first,190,Ti47,Sc45,50602,298.51089,0.005824115319000371
first,190,Ti47,Sc45,50603,298.714992,0.005092594932489924
first,190,Ti47,Sc45,50604,298.918117,0.008604109863524681
first,190,Ti47,Sc45,50613,300.755031,0.005824508412436414
first,190,Ti47,Sc45,50614,300.958156,0.00553190965268273
first,190,Ti47,Sc45,50615,301.162257,0.006556169234153515
first,190,Ti47,Sc45,50616,301.366359,0.00567829746860948
first,190,Ti47,Sc45,50617,301.57046,0.004361462270183594
first,190,Ti47,Sc45,50618,301.774562,0.008165799351429163
first,190,Ti47,Sc45,50619,301.978664,0.00567840326350134
first,190,Ti47,Sc45,50620,302.182765,0.007287965056449007
first,190,Ti47,Sc45,50621,302.386867,0.005678473794757284
first,190,Ti47,Sc45,50622,302.590968,0.006410117538103414
first,190,Ti47,Sc45,50623,302.79507,0.00450796635507761
first,190,Ti47,Sc45,50624,302.998195,0.004800642808394985
first,190,Ti47,Sc45,50625,303.202296,0.006263908254791927
first,190,Ti47,Sc45,50626,303.406398,0.007141889123866468
first,190,Ti47,Sc45,50627,303.6105,0.006117658746953523
first,190,Ti47,Sc45,50628,303.814601,0.007580945685154159
first,190,Ti47,Sc45,50629,304.018703,0.005825081483207705
first,190,Ti47,Sc45,50630,304.222804,0.0072883783410906
first,190,Ti47,Sc45,50631,304.426906,0.00611780643178143
first,190,Ti47,Sc45,50632,304.631007,0.005386207323639418
first,190,Ti47,Sc45,50633,304.835109,0.005532569247519304
first,190,Ti47,Sc45,50634,305.03921,0.004654634116646053
first,190,Ti47,Sc45,50635,305.242335,0.0052399801651501834
first,190,Ti47,Sc45,50636,305.446437,0.007727613534390573
first,190,Ti47,Sc45,50637,305.650539,0.004947387501712127
first,190,Ti47,Sc45,50638,305.85464,0.007727699505350694
first,190,Ti47,Sc45,50639,306.058742,0.008020404592347844
first,190,Ti47,Sc45,50640,306.262843,0.008166780282471897
first,190,Ti47,Sc45,50641,306.466945,0.006849835547824766
first,190,Ti47,Sc45,50642,306.671046,0.005532880893451475
first,190,Ti47,Sc45,50643,306.875148,0.007142581418554344
first,190,Ti47,Sc45,50644,307.07925,0.00714262220164751
first,190,Ti47,Sc45,50645,307.282375,0.007142662985047872
first,190,Ti47,Sc45,50646,307.486476,0.004508675418512747
first,190,Ti47,Sc45,50647,307.690578,0.004362370822609339
first,190,Ti47,Sc45,50648,307.894679,0.004362401135281077
first,190,Ti47,Sc45,50649,308.098781,0.007289162683486637
first,190,Ti47,Sc45,50650,308.302882,0.0068501926808316365
first,190,Ti47,Sc45,50651,308.506984,0.005386855723121327
first,190,Ti47,Sc45,50652,308.711085,0.007289286692673319
first,190,Ti47,Sc45,50653,308.915187,0.006557634197784922
first,190,Ti47,Sc45,50654,309.119289,0.005972315509109684
first,190,Ti47,Sc45,50655,309.322414,0.007435750573376671
first,190,Ti47,Sc45,50656,309.526515,0.0068504307829538955
first,190,Ti47,Sc45,50657,309.730617,0.004801696872793498
first,190,Ti47,Sc45,50658,309.934718,0.007143193197209104
first,190,Ti47,Sc45,50659,310.13882,0.00787494435206056
first,190,Ti47,Sc45,50660,310.342921,0.005240820652868414
first,190,Ti47,Sc45,50661,310.547023,0.005533540627294954
first,190,Ti47,Sc45,50662,310.751125,0.005972606533775589
first,190,Ti47,Sc45,50663,310.955226,0.006411674842179306
first,190,Ti47,Sc45,50664,311.159328,0.006558057691674726
first,190,Ti47,Sc45,50665,311.362453,0.004948297233828329
first,190,Ti47,Sc45,50666,311.566554,0.005826405267770356
first,190,Ti47,Sc45,50667,311.770656,0.006850866386513072
first,190,Ti47,Sc45,50668,311.974757,0.007436294159163132
first,190,Ti47,Sc45,50669,312.178859,0.006119207900914312
first,190,Ti47,Sc45,50670,312.38296,0.005094807968060226
first,190,Ti47,Sc45,50671,312.587062,0.005533887066706356
first,190,Ti47,Sc45,50672,312.791164,0.00758281096002666
first,190,Ti47,Sc45,50673,312.995265,0.005241256968420015
first,190,Ti47,Sc45,50674,313.199367,0.004948589937346642
first,190,Ti47,Sc45,50675,313.402492,0.006851183899002069
first,190,Ti47,Sc45,50676,313.606593,0.008168386469198355
first,190,Ti47,Sc45,50677,313.810695,0.007143967244809332
first,190,Ti47,Sc45,50678,314.014796,0.006265892836672849
first,190,Ti47,Sc45,50679,314.218898,0.005534164898506016
first,190,Ti47,Sc45,50680,314.423,0.006412321445569472
first,190,Ti47,Sc45,50681,314.627101,0.00480246342193087
first,190,Ti47,Sc45,50682,314.831203,0.006119688044583152
first,190,Ti47,Sc45,50683,315.035304,0.006558790850639903
first,190,Ti47,Sc45,50684,315.239406,0.006266117758296011
first,190,Ti47,Sc45,50685,315.443507,0.007437006386825244
first,190,Ti47,Sc45,50686,315.646632,0.0037781246885950355
first,190,Ti47,Sc45,50687,315.850734,0.0061198727277462185
first,190,Ti47,Sc45,50688,316.054835,0.0065589828858061095
first,190,Ti47,Sc45,50689,316.258937,0.004949077046185078
first,190,Ti47,Sc45,50690,316.463039,0.005241827845645498
first,190,Ti47,Sc45,50691,316.66714,0.004949142101445764
first,190,Ti47,Sc45,50692,316.871242,0.0033392120046660803
first,190,Ti47,Sc45,50693,317.075343,0.0062664542671673675
first,190,Ti47,Sc45,50694,317.279445,0.004949239686174729
first,190,Ti47,Sc45,50695,317.483546,0.005388357892729039
first,190,Ti47,Sc45,50696,317.686671,0.005095667187831708
first,190,Ti47,Sc45,50697,317.890773,0.007730234183589736
first,190,Ti47,Sc45,50698,318.094875,0.005388460442483714
first,190,Ti47,Sc45,50699,318.298976,0.003632125450413062
first,190,Ti47,Sc45,50700,318.503078,0.006120352056982862
first,190,Ti47,Sc45,50701,318.707179,0.007291310603669903
first,190,Ti47,Sc45,50702,318.911281,0.004949499922901734
first,190,Ti47,Sc45,50703,319.115382,0.006120462881053704
first,190,Ti47,Sc45,50704,319.319484,0.007584168371008524
first,190,Ti47,Sc45,50705,319.523585,0.007291476014600183
first,190,Ti47,Sc45,50706,319.72671,0.007291517368111652
first,190,Ti47,Sc45,50707,319.930812,0.006706084686156363
first,190,Ti47,Sc45,50708,320.134914,0.0036323735677432135
first,190,Ti47,Sc45,50709,320.339015,0.004656988419453612
first,190,Ti47,Sc45,50710,320.543117,0.005388870664681653
first,190,Ti47,Sc45,50711,320.747218,0.005096163422492265
first,190,Ti47,Sc45,50712,320.95132,0.005535310304582298
first,190,Ti47,Sc45,50713,321.155421,0.007145435034078332
first,190,Ti47,Sc45,50714,321.359523,0.00699910346991799
first,190,Ti47,Sc45,50715,321.563625,0.00436443116036386
first,190,Ti47,Sc45,50716,321.76675,0.006560062643372074
first,190,Ti47,Sc45,50717,321.970851,0.0045108651047580375
first,190,Ti47,Sc45,50718,322.174953,0.006121016159317872
first,190,Ti47,Sc45,50719,322.379054,0.002608050399378922
first,190,Ti47,Sc45,50720,322.583156,0.00553558739500423
first,190,Ti47,Sc45,50721,322.787257,0.006121126998399564
first,190,Ti47,Sc45,50722,322.991359,0.005535656877004892
first,190,Ti47,Sc45,50723,323.19546,0.005242936981340507
first,190,Ti47,Sc45,50724,323.399562,0.0058284821000196396
first,190,Ti47,Sc45,50725,323.603664,0.00626765320918166
first,190,Ti47,Sc45,50726,323.807765,0.0053894168712417395
first,190,Ti47,Sc45,50727,324.01089,0.006121348684079287
first,190,Ti47,Sc45,50728,324.214992,0.005096725101756036
first,190,Ti47,Sc45,50729,324.419093,0.005975041954212988
